,id,author,subject,date,content_url,dtype,content
53,53,asfgit,  [GitHub] camel pull request #1593: Update camel-context.xml,"Wed, 05 Apr, 11:39",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3C20170405113920.F3275DFBA9%40git1-us-west.apache.org%3E,mails,"Github user asfgit closed the pull request at:&#010;&#010;    https://github.com/apache/camel/pull/1593&#010;&#010;&#010;---&#010;If your project is set up for it, you can reply to this email and have your&#010;reply appear on GitHub as well. If your project does not have this feature&#010;enabled and wishes so, or if the feature is enabled but not working, please&#010;contact infrastructure at infrastructure@apache.org or file a JIRA ticket&#010;with INFRA.&#010;---&#010;&#010;"
54,54,zregvart,[GitHub] camel pull request #1594: CAMEL-11087 Create a Annotation processor that cre...,"Tue, 04 Apr, 21:16",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3Cgit-pr-1594-camel%40git.apache.org%3E,mails,"GitHub user zregvart opened a pull request:&#010;&#010;    https://github.com/apache/camel/pull/1594&#010;&#010;    CAMEL-11087 Create a Annotation processor that creates REST DSL source code from Swagger&#010;specification&#010;&#010;    **This crazy implementation submitted for review, thanks for looking at it ðŸ¥‡** &#010;    &#010;    I would specifically like to know:&#010;     - is there a need for this (I have a Maven plugin in mind also)?&#010;     - is this too convoluted and too hacky?&#010;     - as usual any other suggestions on code style/implementation choices&#010;    &#010;    This is an implementation of the Annotation processor to generate REST&#010;    DSL RouteBuilder source code from Swagger specification. The processor&#010;    is triggered by the presence of @SwaggerRestDsl annotation:&#010;    &#010;        @SwaggerRestDsl(className = ""MyRestRoute"",&#010;            packageName = ""com.example"",&#010;            specificationUri = ""specification.json""&#010;            destinationGenerator = CustomDestinationGenerator.class)&#010;    &#010;    This would generate source code for `com.example.MyRestRoute` from&#010;    `specification.json` using `CustomDestinationGenerator` to generate `to`&#010;    route endpoint.&#010;    &#010;    `@SwaggerRestDsl` annotation can be placed on a Java type&#010;    (`ElementType.TYPE`), and it is not present in the compiled class&#010;    (`RetentionPolicy.SOURCE`).&#010;    &#010;    Annotation processors do not _in general_ access resources outside Java&#010;    type system, this can be done but not with 100% reliability, most&#010;    notably when used in IDEs accessing resources can fail. This is mostly&#010;    due to a fact that `Filer::getResource`[1] does not mandate the support&#010;    for `StandardLocation.SOURCE_PATH`[2] location. So this implementation&#010;    tries to search for the specified `specificationUri`.&#010;    &#010;    There is no support for remote (i.e. http) `specificationUri`s.&#010;    &#010;    The use of `destinationGenerator` is also very contrary to annotation&#010;    processor architecture. Accessing `Class` objects that are being&#010;    compiled is not possible as one has access to a partial AST (with&#010;    com.sun.* full AST) through `javax.lang.model.element`&#010;    and `javax.lang.model.type` packages. So if the `destinationGenerator`&#010;    is not present on the output (usually target/classes with Maven), the&#010;    implementation locates the source code for the DestinationGenerator and&#010;    spawns another compiler to output the compiled class into a temp&#010;    directory. The classpath needed for this step is computed by enumerating&#010;    all elements within `StandardLocation.CLASS_PATH` and computing paths to&#010;    either JAR files or directories (`bin`, and directories containing the&#010;    word `classes` are picked). If the class is found compiled within output&#010;    directory (incremental compile) or class has been compiled into the temp&#010;    directory (clean compile) it  can be loaded and instantiated and used in&#010;    REST DSL generation.&#010;    &#010;    [1] https://docs.oracle.com/javase/8/docs/api/javax/annotation/processing/Filer.html#getResource-javax.tools.JavaFileManager.Location-java.lang.CharSequence-java.lang.CharSequence-&#010;    [2] https://docs.oracle.com/javase/8/docs/api/javax/tools/StandardLocation.html#SOURCE_PATH&#010;&#010;You can merge this pull request into a Git repository by running:&#010;&#010;    $ git pull https://github.com/zregvart/camel CAMEL-11087&#010;&#010;Alternatively you can review and apply these changes as the patch at:&#010;&#010;    https://github.com/apache/camel/pull/1594.patch&#010;&#010;To close this pull request, make a commit to your master/trunk branch&#010;with (at least) the following in the commit message:&#010;&#010;    This closes #1594&#010;    &#010;----&#010;commit 58b77c2ffbf9a36f3d43ccdde2e13ae79eafde90&#010;Author: Zoran Regvart &lt;zregvart@apache.org&gt;&#010;Date:   2017-04-03T19:47:45Z&#010;&#010;    CAMEL-11087 Create a Annotation processor that ...&#010;    &#010;    ...creates REST DSL source code from Swagger specification&#010;    &#010;    This is an implementation of the Annotation processor to generate REST&#010;    DSL RouteBuilder source code from Swagger specification. The processor&#010;    is triggered by the presence of @SwaggerRestDsl annotation:&#010;    &#010;        @SwaggerRestDsl(className = ""MyRestRoute"",&#010;            packageName = ""com.example"",&#010;            specificationUri = ""specification.json""&#010;            destinationGenerator = CustomDestinationGenerator.class)&#010;    &#010;    This would generate source code for `com.example.MyRestRoute` from&#010;    `specification.json` using `CustomDestinationGenerator` to generate `to`&#010;    route endpoint.&#010;    &#010;    `@SwaggerRestDsl` annotation can be placed on a Java type&#010;    (`ElementType.TYPE`), and it is not present in the compiled class&#010;    (`RetentionPolicy.SOURCE`).&#010;    &#010;    Annotation processors do not _in general_ access resources outside Java&#010;    type system, this can be done but not with 100% reliability, most&#010;    notably when used in IDEs accessing resources can fail. This is mostly&#010;    due to a fact that `Filer::getResource`[1] does not mandate the support&#010;    for `StandardLocation.SOURCE_PATH`[2] location. So this implementation&#010;    tries to search for the specified `specificationUri`.&#010;    &#010;    There is no support for remote (i.e. http) `specificationUri`s.&#010;    &#010;    The use of `destinationGenerator` is also very contrary to annotation&#010;    processor architecture. Accessing `Class` objects that are being&#010;    compiled is not possible as one has access to a partial AST (with&#010;    com.sun.* full AST) through `javax.lang.model.element`&#010;    and `javax.lang.model.type` packages. So if the `destinationGenerator`&#010;    is not present on the output (usually target/classes with Maven), the&#010;    implementation locates the source code for the DestinationGenerator and&#010;    spawns another compiler to output the compiled class into a temp&#010;    directory. The classpath needed for this step is computed by enumerating&#010;    all elements within `StandardLocation.CLASS_PATH` and computing paths to&#010;    either JAR files or directories (`bin`, and directories containing the&#010;    word `classes` are picked). If the class is found compiled within output&#010;    directory (incremental compile) or class has been compiled into the temp&#010;    directory (clean compile) it  can be loaded and instantiated and used in&#010;    REST DSL generation.&#010;    &#010;    [1] https://docs.oracle.com/javase/8/docs/api/javax/annotation/processing/Filer.html#getResource-javax.tools.JavaFileManager.Location-java.lang.CharSequence-java.lang.CharSequence-&#010;    [2] https://docs.oracle.com/javase/8/docs/api/javax/tools/StandardLocation.html#SOURCE_PATH&#010;&#010;----&#010;&#010;&#010;---&#010;If your project is set up for it, you can reply to this email and have your&#010;reply appear on GitHub as well. If your project does not have this feature&#010;enabled and wishes so, or if the feature is enabled but not working, please&#010;contact infrastructure at infrastructure@apache.org or file a JIRA ticket&#010;with INFRA.&#010;---&#010;&#010;"
55,55,zregvart,  [GitHub] camel pull request #1594: CAMEL-11087 Create a Annotation processor that cre...,"Thu, 13 Apr, 07:58",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3C20170413075842.E42E7DFE2C%40git1-us-west.apache.org%3E,mails,"Github user zregvart closed the pull request at:&#010;&#010;    https://github.com/apache/camel/pull/1594&#010;&#010;&#010;---&#010;If your project is set up for it, you can reply to this email and have your&#010;reply appear on GitHub as well. If your project does not have this feature&#010;enabled and wishes so, or if the feature is enabled but not working, please&#010;contact infrastructure at infrastructure@apache.org or file a JIRA ticket&#010;with INFRA.&#010;---&#010;&#010;"
56,56,Zoran Regvart,GitHub mirror out of sync,"Tue, 04 Apr, 21:19",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3CCABD_Zr8cYc%3DeFQA3eZCATtFaTMRujti38Tc0-1Mjjq7LB39Nfw%40mail.gmail.com%3E,mails,"Hi,&#010;I noticed that the GitHub mirror is out of sync, I found two issues&#010;today[1][2] at INFRA, so I guess it could be fixed and its only a&#010;matter of time to get it synced, so just as a heads up,&#010;&#010;zoran&#010;&#010;[1] https://issues.apache.org/jira/browse/INFRA-13817&#010;[2] https://issues.apache.org/jira/browse/INFRA-13818&#010;-- &#010;Zoran Regvart&#010;&#010;"
57,57,onders86,[GitHub] camel pull request #1595: CAMEL-11105 - disable endpoint to be singleton,"Wed, 05 Apr, 06:32",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3Cgit-pr-1595-camel%40git.apache.org%3E,mails,"GitHub user onders86 opened a pull request:&#010;&#010;    https://github.com/apache/camel/pull/1595&#010;&#010;    CAMEL-11105 - disable endpoint to be singleton&#010;&#010;    &#010;&#010;You can merge this pull request into a Git repository by running:&#010;&#010;    $ git pull https://github.com/onders86/camel CAMEL-11105&#010;&#010;Alternatively you can review and apply these changes as the patch at:&#010;&#010;    https://github.com/apache/camel/pull/1595.patch&#010;&#010;To close this pull request, make a commit to your master/trunk branch&#010;with (at least) the following in the commit message:&#010;&#010;    This closes #1595&#010;    &#010;----&#010;commit 06e15faad98b75b387125c3f12c2a82d18ee157f&#010;Author: onders86 &lt;ondersezgin@gmail.com&gt;&#010;Date:   2017-04-05T06:22:44Z&#010;&#010;    CAMEL-11105 - disable endpoint to be singleton&#010;&#010;----&#010;&#010;&#010;---&#010;If your project is set up for it, you can reply to this email and have your&#010;reply appear on GitHub as well. If your project does not have this feature&#010;enabled and wishes so, or if the feature is enabled but not working, please&#010;contact infrastructure at infrastructure@apache.org or file a JIRA ticket&#010;with INFRA.&#010;---&#010;&#010;"
58,58,onders86,  [GitHub] camel pull request #1595: CAMEL-11105 - add multipleconsumer support,"Thu, 06 Apr, 08:26",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3C20170406082629.BCDA6E8E71%40git1-us-west.apache.org%3E,mails,"Github user onders86 closed the pull request at:&#010;&#010;    https://github.com/apache/camel/pull/1595&#010;&#010;&#010;---&#010;If your project is set up for it, you can reply to this email and have your&#010;reply appear on GitHub as well. If your project does not have this feature&#010;enabled and wishes so, or if the feature is enabled but not working, please&#010;contact infrastructure at infrastructure@apache.org or file a JIRA ticket&#010;with INFRA.&#010;---&#010;&#010;"
59,59,Luca Burgazzoli,camel-infinispan : change the uri syntax from infinispan:hostName to infinispan:cacheName,"Wed, 05 Apr, 07:47",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3CCAMpNYoZJUrCnM8BM2EsFp_6NU_p_NdLB%3DC4SEfzknvK0_%3DuuuQ%40mail.gmail.com%3E,mails,"Hi everyone,&#010;&#010;I've opened an issue [1] to change the uri syntax of camel-infinispan&#010;so that it will be similar to the other cache implementations we have&#010;in camel (hazelcast, ehcache, jcache). As additional benefit it would&#010;make it easy to perform auto configuration of the component in&#010;spring-boot maybe leveraging infinsipan's spring-boot starter [2] when&#010;we'll migrate to infinispan 9.0&#010;&#010;Is there anything I missed that would make this change not possible ?&#010;&#010;[1] https://issues.apache.org/jira/browse/CAMEL-11108&#010;[2] https://github.com/infinispan/infinispan-spring-boot&#010;&#010;&#010;---&#010;Luca Burgazzoli&#010;&#010;"
60,60,Andrea Cosentino,  Re: camel-infinispan : change the uri syntax from infinispan:hostName to infinispan:cacheName,"Wed, 05 Apr, 07:50",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3C881071808.11384590.1491378605141%40mail.yahoo.com%3E,mails,"+1 from my side. It makes sense. --Andrea Cosentino ----------------------------------Apache&#010;Camel PMC MemberApache Karaf CommitterApache Servicemix PMC MemberEmail: ancosen1985@yahoo.comTwitter:&#010;@oscerd2Github: oscerd &#010;&#010;    On Wednesday, April 5, 2017 9:47 AM, Luca Burgazzoli &lt;lburgazzoli@gmail.com&gt; wrote:&#010; &#010;&#010; Hi everyone,&#010;&#010;I've opened an issue [1] to change the uri syntax of camel-infinispan&#010;so that it will be similar to the other cache implementations we have&#010;in camel (hazelcast, ehcache, jcache). As additional benefit it would&#010;make it easy to perform auto configuration of the component in&#010;spring-boot maybe leveraging infinsipan's spring-boot starter [2] when&#010;we'll migrate to infinispan 9.0&#010;&#010;Is there anything I missed that would make this change not possible ?&#010;&#010;[1] https://issues.apache.org/jira/browse/CAMEL-11108&#010;[2] https://github.com/infinispan/infinispan-spring-boot&#010;&#010;&#010;---&#010;Luca Burgazzoli&#010;&#010;&#010;   &#010;"
61,61,Claus Ibsen,  Re: camel-infinispan : change the uri syntax from infinispan:hostName to infinispan:cacheName,"Wed, 05 Apr, 07:59",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3CCAGB5yNkUZx7QNFYXxsqhAf9h54F_BxHm9snMMWjwBSQfsoOoyg%40mail.gmail.com%3E,mails,"+1&#010;&#010;Yeah better to have it be like the other components.&#010;&#010;&#010;On Wed, Apr 5, 2017 at 9:47 AM, Luca Burgazzoli &lt;lburgazzoli@gmail.com&gt; wrote:&#010;&gt; Hi everyone,&#010;&gt;&#010;&gt; I've opened an issue [1] to change the uri syntax of camel-infinispan&#010;&gt; so that it will be similar to the other cache implementations we have&#010;&gt; in camel (hazelcast, ehcache, jcache). As additional benefit it would&#010;&gt; make it easy to perform auto configuration of the component in&#010;&gt; spring-boot maybe leveraging infinsipan's spring-boot starter [2] when&#010;&gt; we'll migrate to infinispan 9.0&#010;&gt;&#010;&gt; Is there anything I missed that would make this change not possible ?&#010;&gt;&#010;&gt; [1] https://issues.apache.org/jira/browse/CAMEL-11108&#010;&gt; [2] https://github.com/infinispan/infinispan-spring-boot&#010;&gt;&#010;&gt;&#010;&gt; ---&#010;&gt; Luca Burgazzoli&#010;&#010;&#010;&#010;-- &#010;Claus Ibsen&#010;-----------------&#010;http://davsclaus.com @davsclaus&#010;Camel in Action 2: https://www.manning.com/ibsen2&#010;&#010;"
62,62,Nicola Ferraro,    Re: camel-infinispan : change the uri syntax from infinispan:hostName to infinispan:cacheName,"Wed, 05 Apr, 09:12",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3CCAC4Gid53SaNhB3RHaXF4%2B9af1rjMUQpA60%3D3CnTYk-mkBHsd6Q%40mail.gmail.com%3E,mails,"+1&#010;I've found local caches very useful in multiple scenarios.&#010;&#010;&#010;&#010;OT:&#010;I was also thinking to standardize caches in order to create a sort of&#010;short-circuit mechanism, e.g. to avoid overloading external systems with&#010;repeated queries. Something like...&#010;&#010;```&#010;from(""xxx"")&#010;.cache().on(""${header.yyy}"").ttl(600000) // caches the body&#010;  .to(""http4://&#010;a-service-that-makes-me-pay-for-each-request.com/api/expensive-endpoint"")&#010;  .transform().zzz()&#010;  .to(""http4://&#010;or-a-service-that-i-can-call-few-times-a-day.com/api/limited-endpoint"")&#010;  .unmarshal()&#010;.endCache()&#010;```&#010;But also to protect internal services when I'm using Camel e.g. as a&#010;api-gateway (almost what hystrix does in case of failure of the target&#010;host).&#010;&#010;&#010;On Wed, Apr 5, 2017 at 9:59 AM, Claus Ibsen &lt;claus.ibsen@gmail.com&gt; wrote:&#010;&#010;&gt; +1&#010;&gt;&#010;&gt; Yeah better to have it be like the other components.&#010;&gt;&#010;&gt;&#010;&gt; On Wed, Apr 5, 2017 at 9:47 AM, Luca Burgazzoli &lt;lburgazzoli@gmail.com&gt;&#010;&gt; wrote:&#010;&gt; &gt; Hi everyone,&#010;&gt; &gt;&#010;&gt; &gt; I've opened an issue [1] to change the uri syntax of camel-infinispan&#010;&gt; &gt; so that it will be similar to the other cache implementations we have&#010;&gt; &gt; in camel (hazelcast, ehcache, jcache). As additional benefit it would&#010;&gt; &gt; make it easy to perform auto configuration of the component in&#010;&gt; &gt; spring-boot maybe leveraging infinsipan's spring-boot starter [2] when&#010;&gt; &gt; we'll migrate to infinispan 9.0&#010;&gt; &gt;&#010;&gt; &gt; Is there anything I missed that would make this change not possible ?&#010;&gt; &gt;&#010;&gt; &gt; [1] https://issues.apache.org/jira/browse/CAMEL-11108&#010;&gt; &gt; [2] https://github.com/infinispan/infinispan-spring-boot&#010;&gt; &gt;&#010;&gt; &gt;&#010;&gt; &gt; ---&#010;&gt; &gt; Luca Burgazzoli&#010;&gt;&#010;&gt;&#010;&gt;&#010;&gt; --&#010;&gt; Claus Ibsen&#010;&gt; -----------------&#010;&gt; http://davsclaus.com @davsclaus&#010;&gt; Camel in Action 2: https://www.manning.com/ibsen2&#010;&gt;&#010;&#010;"
63,63,Luca Burgazzoli,      Re: camel-infinispan : change the uri syntax from infinispan:hostName to infinispan:cacheName,"Wed, 05 Apr, 09:15",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3CCAMpNYoYoYRVtUV6LTbJoV75XRbrcFixdg36C%3D0sLN9LEBTTSyg%40mail.gmail.com%3E,mails,"+1 for the cache dsl&#010;&#010;:)&#010;&#010;---&#010;Luca Burgazzoli&#010;&#010;&#010;On Wed, Apr 5, 2017 at 11:12 AM, Nicola Ferraro &lt;ni.ferraro@gmail.com&gt; wrote:&#010;&gt; +1&#010;&gt; I've found local caches very useful in multiple scenarios.&#010;&gt;&#010;&gt;&#010;&gt;&#010;&gt; OT:&#010;&gt; I was also thinking to standardize caches in order to create a sort of&#010;&gt; short-circuit mechanism, e.g. to avoid overloading external systems with&#010;&gt; repeated queries. Something like...&#010;&gt;&#010;&gt; ```&#010;&gt; from(""xxx"")&#010;&gt; .cache().on(""${header.yyy}"").ttl(600000) // caches the body&#010;&gt;   .to(""http4://&#010;&gt; a-service-that-makes-me-pay-for-each-request.com/api/expensive-endpoint"")&#010;&gt;   .transform().zzz()&#010;&gt;   .to(""http4://&#010;&gt; or-a-service-that-i-can-call-few-times-a-day.com/api/limited-endpoint"")&#010;&gt;   .unmarshal()&#010;&gt; .endCache()&#010;&gt; ```&#010;&gt; But also to protect internal services when I'm using Camel e.g. as a&#010;&gt; api-gateway (almost what hystrix does in case of failure of the target&#010;&gt; host).&#010;&gt;&#010;&gt;&#010;&gt; On Wed, Apr 5, 2017 at 9:59 AM, Claus Ibsen &lt;claus.ibsen@gmail.com&gt; wrote:&#010;&gt;&#010;&gt;&gt; +1&#010;&gt;&gt;&#010;&gt;&gt; Yeah better to have it be like the other components.&#010;&gt;&gt;&#010;&gt;&gt;&#010;&gt;&gt; On Wed, Apr 5, 2017 at 9:47 AM, Luca Burgazzoli &lt;lburgazzoli@gmail.com&gt;&#010;&gt;&gt; wrote:&#010;&gt;&gt; &gt; Hi everyone,&#010;&gt;&gt; &gt;&#010;&gt;&gt; &gt; I've opened an issue [1] to change the uri syntax of camel-infinispan&#010;&gt;&gt; &gt; so that it will be similar to the other cache implementations we have&#010;&gt;&gt; &gt; in camel (hazelcast, ehcache, jcache). As additional benefit it would&#010;&gt;&gt; &gt; make it easy to perform auto configuration of the component in&#010;&gt;&gt; &gt; spring-boot maybe leveraging infinsipan's spring-boot starter [2] when&#010;&gt;&gt; &gt; we'll migrate to infinispan 9.0&#010;&gt;&gt; &gt;&#010;&gt;&gt; &gt; Is there anything I missed that would make this change not possible ?&#010;&gt;&gt; &gt;&#010;&gt;&gt; &gt; [1] https://issues.apache.org/jira/browse/CAMEL-11108&#010;&gt;&gt; &gt; [2] https://github.com/infinispan/infinispan-spring-boot&#010;&gt;&gt; &gt;&#010;&gt;&gt; &gt;&#010;&gt;&gt; &gt; ---&#010;&gt;&gt; &gt; Luca Burgazzoli&#010;&gt;&gt;&#010;&gt;&gt;&#010;&gt;&gt;&#010;&gt;&gt; --&#010;&gt;&gt; Claus Ibsen&#010;&gt;&gt; -----------------&#010;&gt;&gt; http://davsclaus.com @davsclaus&#010;&gt;&gt; Camel in Action 2: https://www.manning.com/ibsen2&#010;&gt;&gt;&#010;&#010;"
64,64,Thomas Diesler,WildFy-Camel-4.6.0 released,"Wed, 05 Apr, 08:47",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3C33F9489A-05EC-4EC5-A271-3D19B39EB139%40gmail.com%3E,mails,"Dear Folks,&#010;&#010;WildFly-Camel 4.6.0 provides Camel-2.18.3 integration with WildFly-10.1.0&#010;&#010;This is another upgrade release for supported Camel components, which now brings the total&#010;up to 112, with 35 components still planned &lt;https://github.com/wildfly-extras/wildfly-camel/blob/4.6.0/catalog/src/main/resources/component.roadmap#L115&gt;&#010;for future releases. All data formats and languages are fully supported. &#010;&#010;We also upgraded cloud integration to OpenShift-3.4 and had strong focus on the AIX and Windows&#010;platform. This is also the first release with makes every component, data format and language&#010;available as WildFly-Swarm Fraction &lt;https://issues.jboss.org/browse/SWARM-1079&gt;.  &#010;&#010;&#010;Additional components in the supported set &lt;http://wildfly-extras.github.io/wildfly-camel/#_camel_components&gt;&#010;are:&#010;&#010;* camel-amq&#010;* camel-rabitmq&#010;* camel-sjms-batch&#010;* camel-snmp&#010;* camel-splunk&#010;* camel-spring-batch&#010;* camel-spring-integration&#010;* camel-spring-ldap&#010;* camel-spring-redis&#010;&#010;Component upgrades include&#010;&#010;* Camel-2.18.3&#010;* HawtIO-1.5.0&#010;* OpenShift-3.4&#010;&#010;In addition to that, we also resolved a number of other tasks and bugfixes &lt;https://github.com/wildfly-extras/wildfly-camel/blob/master/docs/Changelog.md&gt;.&#010;&#010;For details please see the 4.6.0 Milestone &lt;https://github.com/wildfly-extras/wildfly-camel/issues?q=milestone:4.6.0&gt;.&#010;&#010;Enjoy&#010;&#010;"
65,65,dmvolod,[GitHub] camel pull request #1596: CAMEL-11107: Create a new camel-grpc component,"Wed, 05 Apr, 09:41",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3Cgit-pr-1596-camel%40git.apache.org%3E,mails,"GitHub user dmvolod opened a pull request:&#010;&#010;    https://github.com/apache/camel/pull/1596&#010;&#010;    CAMEL-11107: Create a new camel-grpc component&#010;&#010;    Create a new camel-grpc component which allows to do Remote Procedure Call (RPC) Protocol&#010;Buffers (protobuf)] format over HTTP/2 transport.&#010;    Stage 1 - Producer with basic parameters and calling sync and async methods&#010;&#010;You can merge this pull request into a Git repository by running:&#010;&#010;    $ git pull https://github.com/dmvolod/camel CAMEL-11107&#010;&#010;Alternatively you can review and apply these changes as the patch at:&#010;&#010;    https://github.com/apache/camel/pull/1596.patch&#010;&#010;To close this pull request, make a commit to your master/trunk branch&#010;with (at least) the following in the commit message:&#010;&#010;    This closes #1596&#010;    &#010;----&#010;commit efbd65919ba8a7de8261a869756bed109254db1a&#010;Author: Dmitry Volodin &lt;dmvolod@gmail.com&gt;&#010;Date:   2017-04-05T09:25:13Z&#010;&#010;    CAMEL-11107: Create a new camel-grpc component&#010;&#010;commit cf6173668c4562090f383737aab8127d31eb43ea&#010;Author: Dmitry Volodin &lt;dmvolod@gmail.com&gt;&#010;Date:   2017-04-05T09:38:37Z&#010;&#010;    CAMEL-11107: Changing camel-grpc documentation&#010;&#010;----&#010;&#010;&#010;---&#010;If your project is set up for it, you can reply to this email and have your&#010;reply appear on GitHub as well. If your project does not have this feature&#010;enabled and wishes so, or if the feature is enabled but not working, please&#010;contact infrastructure at infrastructure@apache.org or file a JIRA ticket&#010;with INFRA.&#010;---&#010;&#010;"
66,66,dmvolod,  [GitHub] camel pull request #1596: CAMEL-11107: Create a new camel-grpc component,"Fri, 07 Apr, 12:31",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3C20170407123132.3D394E04E3%40git1-us-west.apache.org%3E,mails,"Github user dmvolod closed the pull request at:&#010;&#010;    https://github.com/apache/camel/pull/1596&#010;&#010;&#010;---&#010;If your project is set up for it, you can reply to this email and have your&#010;reply appear on GitHub as well. If your project does not have this feature&#010;enabled and wishes so, or if the feature is enabled but not working, please&#010;contact infrastructure at infrastructure@apache.org or file a JIRA ticket&#010;with INFRA.&#010;---&#010;&#010;"
67,67,,[GitHub] camel pull request #1588: CAMEL-11098: lets make FacebookEndpointConfigurati...,,http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3C20170407123132.3D394E04E3%40git1-us-west.apache.org%3E,mails,"Github user dmvolod closed the pull request at:&#010;&#010;    https://github.com/apache/camel/pull/1596&#010;&#010;&#010;---&#010;If your project is set up for it, you can reply to this email and have your&#010;reply appear on GitHub as well. If your project does not have this feature&#010;enabled and wishes so, or if the feature is enabled but not working, please&#010;contact infrastructure at infrastructure@apache.org or file a JIRA ticket&#010;with INFRA.&#010;---&#010;&#010;"
68,68,asfgit,  [GitHub] camel pull request #1588: CAMEL-11098: lets make FacebookEndpointConfigurati...,"Wed, 05 Apr, 11:39",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3C20170405113924.DA3E6DFBA9%40git1-us-west.apache.org%3E,mails,"Github user asfgit closed the pull request at:&#010;&#010;    https://github.com/apache/camel/pull/1588&#010;&#010;&#010;---&#010;If your project is set up for it, you can reply to this email and have your&#010;reply appear on GitHub as well. If your project does not have this feature&#010;enabled and wishes so, or if the feature is enabled but not working, please&#010;contact infrastructure at infrastructure@apache.org or file a JIRA ticket&#010;with INFRA.&#010;---&#010;&#010;"
69,69,scranton,[GitHub] camel pull request #1597: CAMEL-11111: added unit test for throwExceptionOnF...,"Wed, 05 Apr, 11:49",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3Cgit-pr-1597-camel%40git.apache.org%3E,mails,"GitHub user scranton opened a pull request:&#010;&#010;    https://github.com/apache/camel/pull/1597&#010;&#010;    CAMEL-11111: added unit test for throwExceptionOnFailure&#010;&#010;    Test case for camel-undertow showing issue, and same test case working in camel-netty4-http&#010;&#010;You can merge this pull request into a Git repository by running:&#010;&#010;    $ git pull https://github.com/scranton/camel CAMEL-11111&#010;&#010;Alternatively you can review and apply these changes as the patch at:&#010;&#010;    https://github.com/apache/camel/pull/1597.patch&#010;&#010;To close this pull request, make a commit to your master/trunk branch&#010;with (at least) the following in the commit message:&#010;&#010;    This closes #1597&#010;    &#010;----&#010;commit e493cf03964571497a0a946bad2016ff35f89397&#010;Author: Scott Cranton &lt;scott@cranton.com&gt;&#010;Date:   2017-04-05T11:49:04Z&#010;&#010;    CAMEL-11111: added unit test for throwExceptionOnFailure&#010;&#010;----&#010;&#010;&#010;---&#010;If your project is set up for it, you can reply to this email and have your&#010;reply appear on GitHub as well. If your project does not have this feature&#010;enabled and wishes so, or if the feature is enabled but not working, please&#010;contact infrastructure at infrastructure@apache.org or file a JIRA ticket&#010;with INFRA.&#010;---&#010;&#010;"
70,70,scranton,  [GitHub] camel pull request #1597: CAMEL-11111: added unit test for throwExceptionOnF...,"Sat, 08 Apr, 10:17",http://mail-archives.apache.org/mod_mbox/camel-dev/201704.mbox/ajax/%3C20170408101755.B1721E024D%40git1-us-west.apache.org%3E,mails,"Github user scranton closed the pull request at:&#010;&#010;    https://github.com/apache/camel/pull/1597&#010;&#010;&#010;---&#010;If your project is set up for it, you can reply to this email and have your&#010;reply appear on GitHub as well. If your project does not have this feature&#010;enabled and wishes so, or if the feature is enabled but not working, please&#010;contact infrastructure at infrastructure@apache.org or file a JIRA ticket&#010;with INFRA.&#010;---&#010;&#010;"
